Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Block_Name,School_Management_Id,School_Management_Name,School_Category_Id,School_Category_Name,Academic_Qualification_Id,Academic_Qualification_Name,Professional_Qualification_Id,Professional_Qualification_Name,Only_Pre_Primary_Male,Only_Pre_Primary_Female,Pre_Primary_and_Primary_Male,Pre_Primary_and_Primary_Female,Only_Primary_Male,Only_Primary_Female,Primary_and_Upperprimary_Male,Primary_and_Upperprimary_Female,Only_Upperprimary_Male,Only_Upperprimary_Female,Upperprimary_and_Secondary_Male,Upperprimary_and_Secondary_Female,Only_Secondary_Male,Only_Secondary_Female,Secondary_and_Highersecondary_Male,Secondary_and_Highersecondary_Female,Only_Highersecondary_Male,Only_Highersecondary_Female,Total_Teacher,Total_Male,Total_Female
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,2,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,21
2019-20,19,West Bengal,1916,HOWRAH,191608,UDAYNARAYANPUR,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,4,2,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,37
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,19
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,8,17,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,14,43
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,19
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,15
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,5,15,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,41
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,12
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,4,17,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,22
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,2,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,5,3
2019-20,19,West Bengal,1916,HOWRAH,191609,JAGATBALLAVPUR,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,1,0,3,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,5,8
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,11
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,1,11
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,22
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),4,UPS (VI-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,3
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),5,HSS (VI-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,6,2,4
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),5,HSS (VI-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,4,5
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,1,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,5
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,10,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,20
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,3
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,9,4,5
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,2
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,0,0,0,7,2,5
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,1,0,2,0,0,2,13,0,0,3,13,8,8,4,5,0,0,59,17,42
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,2,17,0,0,0,3,3,3,3,11,2,6,2,1,0,0,53,12,41
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,6,0,6
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,2,1,0,2,4,0,0,0,0,0,0,9,3,6
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,2,2
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,4,M.Ed. or equivalent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191605,BALLY- JAGACHA,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,4,M.Ed. or equivalent,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,4,M.Ed. or equivalent,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,4,M.Ed. or equivalent,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,4,M.Ed. or equivalent,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),5,HSS (VI-XII),4,Graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4
2019-20,19,West Bengal,1916,HOWRAH,191602,AMTA-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,1,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,27
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,0,11,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,11,94
2019-20,19,West Bengal,1916,HOWRAH,191604,BAGNAN-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,11
2019-20,19,West Bengal,1916,HOWRAH,191606,ULUBERIA-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
2019-20,19,West Bengal,1916,HOWRAH,191607,ULUBERIA-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2019-20,19,West Bengal,1916,HOWRAH,191610,SHYAMPUR-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
2019-20,19,West Bengal,1916,HOWRAH,191611,SHYAMPUR-II,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,0,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,18,54
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,12
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,9
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,10
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191617,ULUBERIA MUNICIPALITY,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,5,Others,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,5,Others,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,6,2,4
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191614,DOMJUR,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,5,Others,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191615,HOWRAH MUNICIPAL CORPORATION,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,5,Others,0,10,0,0,0,0,0,10,1,2,1,0,4,4,0,0,1,0,33,7,26
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),3,HSS (I-XII),4,Graduate,5,Others,0,4,0,3,0,0,3,5,0,1,3,0,2,1,1,1,1,0,25,10,15
2019-20,19,West Bengal,1916,HOWRAH,191612,PANCHLA,5,Private Unaided (Recognized),4,UPS (VI-VIII),4,Graduate,5,Others,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),5,HSS (VI-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2019-20,19,West Bengal,1916,HOWRAH,191603,BAGNAN-I,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,5,Others,0,0,0,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,7,4,3
2019-20,19,West Bengal,1916,HOWRAH,191613,SANKRAIL,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,5,Others,0,0,1,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,7,2,5
2019-20,19,West Bengal,1916,HOWRAH,191616,BALLY MUNICIPALITY,5,Private Unaided (Recognized),6,SS (I-X),4,Graduate,5,Others,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,19,West Bengal,1916,HOWRAH,191601,AMTA-I,5,Private Unaided (Recognized),1,PS (I-V),4,Graduate,6,None,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,10
